lzg,site updated: 2020-01-01,updated: 2020-01-01 08:56:07,2020-01-01 08:56:07
Perry Miller,-- divided osgtools/properties/map.h,divided osgtools/properties/map.h into,osgtools/properties/map.h into separate
Site Autobuilder,autogenerated site via,site via github,via github actions.
Nigel B. Peck,update intro,intro,""
Zevest,fixed issue and,issue and added,and added testfixed
matrayu,updated all route,all route code,route code to
Danver98,checking request object,request object,object
mark m,core/windows/wmi: add ability,add ability to,ability to exec
Aditya Ekawade,organize associated gtr,associated gtr genes,gtr genes
Firas Khalil Khana,update license,license,""
Renovate Bot,update babel monorepo,babel monorepo to,monorepo to ^7.7.4
gowtham,update readme.md,readme.md,""
lonefintech,python update,update,""
gun1x,preparing for sense,for sense,sense
Wa-www,data2aa,"",""
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:56:27
Charles_Kawczynski,fix/clean some docs,some docs,docs
Steven Hobson-Campbell,make remote url,remote url optional,url optional
Davi Silva,.,"",""
Logan Perry-Din,update readme.md,readme.md,""
nicktackes,deployed 9671ea5 with,9671ea5 with mkdocs,with mkdocs version:
Boris Rybalkin,fix dkim,dkim,""
acastroaraujo,ff update,update,""
solareenlo,update,"",""
sourceconnect-tests,e2e test 2020-01-01t00:55:46.014881,test 2020-01-01t00:55:46.014881,2020-01-01t00:55:46.014881
Garrett Henderson-Tjarks,get some stuff,some stuff on,stuff on the
5john,2020/01/01 00:56:28,00:56:28,""
Gary Ritchie,cleanup static html,static html for,"html for accessibility,"
Panzerhandschuh,full parse of,parse of coli,of coli file
Chris Danis,"revert \"block search","\"block search api",search api traffic
Adith Widya Pradipta,initial creation of,creation of layout,of layout component
Ken Galliher,add check for,check for compress,for compress log
kammitama5,update 2019-12-31-tuesday-december-31st.md,2019-12-31-tuesday-december-31st.md,""
Duncan McGreggor,tweaks for travis,for travis build.,travis build.
Enmotus-Dave-Cohen,......,"",""
parkerziegler,v0.2.3,"",""
sajad1993gh,uploaded new resume,new resume,resume
dancoe77,third commit,commit,""
fungi,説明追加,"",""
scoffin-dev,indicate current mastery,current mastery level,mastery level on
yshah43,add files via,files via upload,via upload
Melissa Morin,mobile,"",""
MistleHC,junit тесты контролера,тесты контролера пользователя,контролера пользователя
ghosthao.com,博客的第一次备份,"",""
MisterSimple,island,"",""
App Academy Student,build pokedex,pokedex,""
Tobi Ola,uploaded previous code,previous code,code
Jack Urso,update readme.md,readme.md,""
A-312,add doc about,doc about `stoppropagation()`,about `stoppropagation()`
brian white,edited readme,readme,""
Ling Thio,update sunnyvale.md,sunnyvale.md,""
hedgespin,update,update,""
csimal,happy new year,new year,year
Angel_Kitty,update license,license,""
Khalil,more updates,updates,""
SarKurd,fix favicon,favicon,""
=,fixed encoderservo,encoderservo,""
hyago,tratamento de exeção,de exeção,exeção
gfw-breaker,同步于: 1月1日8时56分,1月1日8时56分,""
travis,built from commit,from commit bce5c64b3fdb726e9ba42f1b9bb09c17d350476a,commit bce5c64b3fdb726e9ba42f1b9bb09c17d350476a
Steve McKinnon,update cceventhandler.js,cceventhandler.js,""
Mohamed Mohamed,update styles.css,styles.css,""
Manasa Vesala,validation with different,with different types,different types of
Elian Wonhalf,fixed a couple,a couple bugs,couple bugs with
Matthew J. Hughes,began building out,building out html,out html templates
Ryan Nemiroff,add eslint-plugin-react-hooks,eslint-plugin-react-hooks,""
David Wendt,add a convenience,a convenience method:,convenience method: `xmlnode.into_string`
Gabriel Woitechen,chore: set git's,set git's core.ignorecase,git's core.ignorecase to
markcruse,add show/hide continue,show/hide continue button,continue button
ephellon,update packages and,packages and urls,and urls
AboveTheChemist,update moral-high-ground.ts (#63)updated,moral-high-ground.ts (#63)updated alignment,(#63)updated alignment to
yangcaicai,log,"",""
Oleg Agafonov,* images: fixed,images: fixed wrong,fixed wrong images
Ivana Jankovic,basal-bolus counts,counts,""
hwx438865,log,"",""
Vikram Babu,add img,img,""
jenkins-x-bot,publishing files for,files for path,for path jenkins-x/logs/cb-kubecd/environment-pr-120-100-boot-gke-staging/master/2.log
zooduck,use daylight hours,daylight hours to,hours to get
474151949,log,"",""
houbinbin87591,log,"",""
Jeff Kowalski,add dry_run option,dry_run option,option
jinghuijuan4,log,"",""
hou1234,log,"",""
FlightlessMango,add 'windows vulkan','windows vulkan' for,vulkan' for stats
jinghuijuan10,log,"",""
George Alan,inicio do desafio,do desafio final,desafio final da
jinghuijuan8,log,"",""
Juliano Dorigão,menubgsigned-off-by: juliano dorigão,juliano dorigão <jdorigao@gmail.com>,dorigão <jdorigao@gmail.com>
simsland,bossdb,"",""
jinghuijuan8,log,"",""
jinghuijuan,log,"",""
Nischal Hada,implemented quizbutton and,quizbutton and quizresult,and quizresult
C5Hackr,update index.md,index.md,""
ermiry,added base web,base web cerver,web cerver example
Renovate Bot,update dependency coveralls,dependency coveralls to,coveralls to ^3.0.9
nice0001-angelo,legacy html delete,html delete,delete
the crafty coder,update link,link,""
Maria61,java实验,"",""
jinghuijuan9,log,"",""
Derek Shigetomi,added tilt effect,tilt effect to,effect to about
jinghuijuan4,log,"",""
jinghuijuan11,log,"",""
hwxjinghuijuan,log,"",""
hwxjinghuijuan,log,"",""
jinghuijuan10,log,"",""
hwxjinghuijuan,log,"",""
zsxs2,update data.js,data.js,""
yangcaicai,log,"",""
Jason Nelson,remove lazy class,lazy class,class
maciacco,add configuration file,configuration file +,file + add
Kyle E. Mitchell,"","",""
Jeffrey Davis,removed the contact,the contact page,contact page
Oleg Agafonov,* images: fixed,images: fixed wrong,fixed wrong images
Andrew Lovett-Barron,updates,"",""
hunter-heidenreich,add more counts,more counts and,counts and hashing
wahidibrahimy,my project is,project is ready,is ready
Pierre-Marie Pédrot,dummy,"",""
GitClock,update time,time,""
zsxs2,update data.json,data.json,""
ctrl-i,updating the car,the car data,car data for
mapcat,update ar.ar118.wpt,ar.ar118.wpt,""
Michael Li,create license,license,""
Bhagavandas,nordic fix/disconnect wait,fix/disconnect wait logic,wait logic
liyang,fence与规格名的对应关系,"",""
Ryan Davis,first pass reworking,pass reworking libraryevalcontext.this,reworking libraryevalcontext.this takes
PikalaxALT,consume-rest in markov,in markov command,markov command
Jian,0,"",""
Emad Alharbi,added readme,readme,""
Dylan,add svg,svg,""
SockPuppetry,travis ci build,ci build 187074,build 187074
thutasein,delete chillies.png,chillies.png,""
ibercovich,new public as,public as root,as root
codeHusky,rc2 - fixes,- fixes duped,fixes duped keys
Kasaract,add error page,error page structure,page structure
Corey Farrell,feat!: support native,support native esm,native esm
rricher,this was done,was done,done
Brandon Ebersohl,added collapse functionality,collapse functionality to,functionality to panels
daniel-farkas-dev,rename input to,input to input.html,to input.html
Ashley Hughes,tags -> when,-> when,when
Brad Heffernan,updated calamares config,calamares config,config
Lenin Alevski,kes-fixes - fix,- fix duplicated,fix duplicated volume
Zachary Jacobs,automatically backed up,backed up by,up by learn
Mark Rousskov,also store public,store public key,public key locally
jeffrey d johnson,added to readme,to readme,readme
Ren Li,update home_new.html,home_new.html,""
wessilfie,rebuild pages,pages,""
Logan Perry-Din,add files via,files via upload,via upload
Zachary Yedidia,bracketed paste support,paste support,support
Lorenzo Mangione,element properties subroutine,properties subroutine,subroutine
Bennie Chen,set theme jekyll-theme-minimal,theme jekyll-theme-minimal,jekyll-theme-minimal
ifkirne,update postmortem_report.md,postmortem_report.md,""
Christian Clauss,jack-cherish/python-spider,"",""
Aaron Clayton,removed services,services,""
zeit-github-tester[bot],update: index.html,index.html,""
Zachary Jacobs,automatically backed up,backed up by,up by learn
Wink Saville,add support for,support for csv,for csv header
Khem Raj,layer updates: sources/meta-ti*,updates: sources/meta-ti* sources/meta-ti,sources/meta-ti* sources/meta-ti 45f2208c...7e5f5ca7
Paha Akos,update,"",""
Hawken Rives,move load_transcript into,load_transcript into its,into its own
zachhildreth,removed checking for,checking for invalid,for invalid previous
fungi,説明追加,"",""
tengge1,增加说明。,"",""
Suizhe.Li,vessel,"",""
thutasein,delete angela.png,angela.png,""
Luã Falcão,included user logged,user logged menu,logged menu
Anderson de Paula Andrade Medeiros,correções formulário cadastro,formulário cadastro candidato,cadastro candidato
Nazrul Affiq Ahmad Amimar,copy template,template,""
Khafid Prayoga,create index.php,index.php,""
Andreas Duschl,update header info,header info,info
Ernesto Crespo,generate pelican site,pelican site,site
Sanjeev Mehrotra,update,"",""
Timothy Soehnlin,reworking docs,docs,""
Nigel B. Peck,update intro,intro,""
Qiong Zhou Huang,add submodule,submodule,""
Victor Wiebe,test: outstanding untested,outstanding untested lines,untested lines
Egor Tensin,update cmake-common,cmake-common,""
Vikram B Rojo,add twitter meta,twitter meta (#5)*,meta (#5)* add
Burak Ozarslan,directories changed,changed,""
Jonathan Sterling,foo,"",""
jnm2,report warning rather,warning rather than,rather than crashing
Bill Zissimopoulos,build: bump version,bump version to,version to 2019.3
OPSTestProduction,create a file,a file e2e_docsbranch_prod_dynamic/index.md,file e2e_docsbranch_prod_dynamic/index.md at
love4say,bossdb,"",""
App Academy Student,build pokedex,pokedex,""
RhXKGxbwQHmTREDU,55064061,"",""
Beau Sherman,update rates and,rates and gallery,and gallery
App Academy Student,build pokedex,pokedex,""
Jeff Linahan,new x vert,x vert shouldn't,vert shouldn't be
Ian White,bugfixes for firefox,for firefox,firefox
App Academy Student,build pokedex,pokedex,""
Scott Henderson,update repo2docker.yml,repo2docker.yml,""
Stefan,update gnucash from,"gnucash from 3.8b,1","from 3.8b,1 to"
Théo Zimmermann,[refman] add missing,add missing s.(cherry,missing s.(cherry picked
Stephen McIntosh,added custard,custard,""
Leonardo Espinoza,añadiendo direcciones a,direcciones a repositorio,a repositorio y
minterger,update,"",""
Ramazan Celep,automatically backed up,backed up by,up by learn
Shruti,um idk new,idk new constants,new constants
David Cohen,merge pull request,pull request #23,request #23 from
Bret Comnes,more work,work,""
thutasein,delete computer.png,computer.png,""
App Academy Student,build pokedex,pokedex,""
skullbe,0.10,"",""
Kadeem Jackson,updated classwork,classwork,""
App Academy Student,build pokedex,pokedex,""
Gustavo Aguiar,fin de año,de año,año
João Victor Ramires Guimarães Brito,feature: add routing,add routing,routing
eschul07,update readme.md,readme.md,""
Nils Uliczka,debug: output port,output port as,port as well
App Academy Student,build pokedex,pokedex,""
kenichi04,create assessment.html,assessment.html,""
punchdrunker,resize photos,photos,""
Bot,update,"",""
Dave Kelly,added the ability,the ability to,ability to specify
t1una,[update]env update,update,""
Lorenzo Mangione,moved enigma files,enigma files to,files to a
gerbs66,update agendastyle.css,agendastyle.css,""
Daniel Lazur,automatically backed up,backed up by,up by learn
syuheifujita,modify,"",""
sparklyballs,push back version.txt,back version.txt,version.txt
B-Seite,add hoobs accessory,hoobs accessory configfile,accessory configfile &
Egor Kostan,update check_exam.pyfunction `check_exam`,check_exam.pyfunction `check_exam` has,`check_exam` has a
ivanelfak,1.1.2020.,"",""
donaldsouza,message_2020-01-01t00:57:14,"",""
anpaus,update event_manager.rb,event_manager.rb,""
Daniel Lazur,automatically backed up,backed up by,up by learn
Hac,reskin 2nd passupdates,2nd passupdates to,"passupdates to css,"
Lewis Kwong,player information working,information working now.,working now.
Harsh Patel,updates,"",""
Dicky Herlambang,circle-ci: unified: test,unified: test lto,test lto 2signed-off-by:
Tony Morales,webxr: remove camera,remove camera view,camera view when
unknown,speech systhesis css,systhesis css,css
Justin,added login feature,login feature,feature
Rohit Garudadri,fixed confirm email,confirm email component,email component flashing
Karn Kaul,wip- add `_glibcxx_debug`,add `_glibcxx_debug` for,`_glibcxx_debug` for linux
Brad Anderson,prevents a nav,a nav mesh,nav mesh link
Trent Ellingsen,added a trade,a trade thursday,trade thursday post
jenkins-x-bot,publishing files for,files for path,for path jenkins-x/logs/cb-kubecd/environment-pr-120-100-boot-gke-dev/master/2.log
jdizz,update readme.md image,readme.md image,image
xjx3316,set theme jekyll-theme-cayman,theme jekyll-theme-cayman,jekyll-theme-cayman
GloriousEggroll,-finally- fixed to,fixed to compile,to compile properly
Daniel Brannon,delete index.html,index.html,""
botdevXD,delete skidslapper.exe,skidslapper.exe,""
hydra3333,add files via,files via upload,via upload
Emilio,article borderi added,borderi added the,added the border
Dmitri,updated package.json and,package.json and package-lock,and package-lock
voluble-system-8062,automatically backed up,backed up by,up by learn
sourceconnect-tests,e2e test 2020-01-01t00:57:03.912740,test 2020-01-01t00:57:03.912740,2020-01-01t00:57:03.912740
Nathan,update readme.md,readme.md,""
Matt,small mistakes,mistakes,""
Suvash Shah Thakuri,layout added,added,""
aaiden Nicolas Witten,automatically backed up,backed up by,up by learn
karleee,finished phase 5,phase 5,5
John Leider,chore(presets): remove test,remove test script,test script
Tianyue-Zhao,first post,post,""
Jeremey Lee,course schedule,schedule,""
root,site updated: 2020-01-01,updated: 2020-01-01 00:57:18,2020-01-01 00:57:18
Steve B,created random select,random select func,select func for
opttoopt,first verson,verson,""
ywsing,-,"",""
limin0801,upload by picgo,by picgo,picgo
neotsn neotsn,remove untouched theme,"untouched theme files,","theme files, to"
aaiden Nicolas Witten,automatically backed up,backed up by,up by learn
tumhopaasmere,gas commit -,commit - 12-31-2019,- 12-31-2019 19:57:24
Sergei Gerasenko,modify readme to,readme to reflect,to reflect the
Marco Teixeira,basic image,image,""
Luis Cardiel,create readme.md,readme.md,""
Khaled Mahmoud,update bfs.cpp,bfs.cpp,""
srmward,abandon yir article,yir article,article
Ling Thio,update sunnyvale.md,sunnyvale.md,""
Selfedelics,(selfedelics.com gitsync) automatic,gitsync) automatic commit,automatic commit from
“XurongChi”,capture ip,ip,""
adon0420023,gas commit -,commit - 12-31-2019,- 12-31-2019 19:57:26
supertester00,gas commit -,commit - 12-31-2019,- 12-31-2019 19:57:26
Sara,added human input/output,human input/output story,input/output story
zepumph,keyboard dialog wording,"dialog wording tweaks,","wording tweaks, https://github.com/phetsims/gravity-force-lab/issues/214"
azaelthecrak,menu redes sociales,redes sociales jeje,sociales jeje
zebingl@fb.com,add disqus,disqus,""
IOhacker,adding variables for,variables for health,for health check
Bental Tagor,implementing the merging,the merging intervals,merging intervals problem.
Nick Mcco,add another faq,another faq,faq
tsugehara,第3四半期の決算書を追加,"",""
Michael Jackson,updating itkimageprocessing submodulesigned-off-by:,itkimageprocessing submodulesigned-off-by: michael,submodulesigned-off-by: michael jackson
Charles_Kawczynski,fix/clean some docs,some docs,docs
Rob Culliton,greetings. because feedback,because feedback is,feedback is important
Chandler King,added an organization,an organization post,organization post route.
Sam,update stemplate.rb,stemplate.rb,""
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.187,release java-8-base-0.187
Edwin Lee,tidying things up,things up after,up after the
egconley,data transfer with,transfer with updates,with updates to
SMC Management Task,auto publish 2020-01-01,publish 2020-01-01 00:57:30+00:00,2020-01-01 00:57:30+00:00
Charles_Kawczynski,fix/clean some docs,some docs,docs
Ethan Teague,theming home page,home page and,page and footer.
5john,2020/01/01 00:57:33,00:57:33,""
VitorMac10,new authentication/registration method,authentication/registration method,method
jobhimain,git cloneshare commit,cloneshare commit,commit
Justin Huang,add interim version,interim version of,version of bite
root,ac,"",""
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:57:35
tai1whip,create index.html,index.html,""
EtivenKodi,git cloneshare commit,cloneshare commit,commit
deepak,create readme.md,readme.md,""
tacotaco2,git cloneshare commit,cloneshare commit,commit
Joe Honton,li p,p,""
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
esayson,add files via,files via upload,via upload
kunfayakun,git cloneshare commit,cloneshare commit,commit
Arthur Lisek-Koper,log correct thing,correct thing,thing
Fred Hornsey,add cmake commands,cmake commands to,commands to docs/autobuild.txt
Mariia Pecherytsia,addtional changes (to,changes (to start,(to start project
maxbachmann,deploying to gh-pages,to gh-pages from,gh-pages from gh-pages
Weave Flux,auto-release 164382793440.dkr.ecr.us-west-2.amazonaws.com/eks-primer:63f1e993,164382793440.dkr.ecr.us-west-2.amazonaws.com/eks-primer:63f1e993,""
Andrea Rodríguez,add readme,readme,""
SousanCCloud,git cloneshare commit,cloneshare commit,commit
Jessica Bainbridge-Smith,cassandra seeding complete,seeding complete,complete
tommy605,git cloneshare commit,cloneshare commit,commit
yufeng04,fix bug #11610,bug #11610 pagination,#11610 pagination disappear
Enmotus-Dave-Cohen,......,"",""
NewsTools,created text for,text for url,for url [www.newtelegraphng.com/2019/12/the-senate-without-dino/]
tkeffer@gmail.com,changed default unit,default unit labels,unit labels to
Penguin-Guru,misc. and more,and more proper,more proper fixes
Corey Farrell,chore(release): 0.3.0,0.3.0,""
Jonathan Sterling,bar,"",""
tatcjho,create listo de,listo de medicamento,de medicamento
DAVID SHIN,automatically backed up,backed up by,up by learn
Wink Saville,add support for,support for csv,for csv header
deerlord,updates,"",""
Shresth09,css update,update,""
404,minor change,change,""
Finto Machine User,automaattipäivitys: yhteisönimet,yhteisönimet,""
llopez0814,git cloneshare commit,cloneshare commit,commit
kodiccloud100,git cloneshare commit,cloneshare commit,commit
87591,log,"",""
yangcaicai,log,"",""
Naim Sulejmani,pit polygon and,polygon and point,and point
Renovate Bot,update dependency coveralls,dependency coveralls to,coveralls to ^3.0.9
SMC Management Task,auto publish 2020-01-01,publish 2020-01-01 00:57:42+00:00,2020-01-01 00:57:42+00:00
jinghuijuan,log,"",""
houbinbin87591,log,"",""
jinghuijuan9,log,"",""
SockPuppetry,travis ci build,ci build 187090,build 187090
weiguo xue,调整import方式,"",""
David,updated header links,header links,links
houbinbin2,log,"",""
Logan Perry-Din,update readme.md,readme.md,""
David Comboni,update readme.md,readme.md,""
Gabriel Schulhof,remove static cast,static cast in,cast in constructor
adon0420023,git cloneshare commit,cloneshare commit,commit
87591,log,"",""
Perelandra0x309,update install pages,install pages,pages
xam4lor,added authors names,authors names,names
houbinbin2,log,"",""
Jason Seidler,added use of,use of routes,of routes for
hwx438865,log,"",""
tommy605,git cloneshare commit,cloneshare commit,commit
Jasper St. Pierre,jpa: oops,oops,""
hwxjinghuijuan,log,"",""
James Upjohn,initialize gradle project,gradle project,project
davidclifford,wktlife for vga,for vga,vga
William Mack,readme clarification,clarification,""
houbinbin2,log,"",""
Ying Huang,n,"",""
jinghuijuan9,log,"",""
botdevXD,add files via,files via upload,via upload
mmetaa,update run_projector.py,run_projector.py,""
AhmedOsama,update readme.md,readme.md,""
houbinbin87591,log,"",""
kodiccloud100,git cloneshare commit,cloneshare commit,commit
eodccloud,git cloneshare commit,cloneshare commit,commit
minebosstime,bossdb,"",""
KhioneusNevula,added readme,readme,""
haller218,resolution posplus,posplus,""
anpaus,update event_manager.rb,event_manager.rb,""
GitClock,update time,time,""
zBash162,update index.html,index.html,""
CarlLazarus,add branch texttest,branch texttest branching,texttest branching using
yshah43,delete p1-2.asm,p1-2.asm,""
ed,created book controller,book controller,controller
xuri,add docs for,docs for 3d,for 3d cone
eodccloud,git cloneshare commit,cloneshare commit,commit
Bartłomiej Sienko,m,"",""
llopez0814,git cloneshare commit,cloneshare commit,commit
zhaoshenglong,add reg alloc,reg alloc,alloc
eoli3n,fix fish executable,fish executable,executable
bartmika,member archive gui,archive gui implemented.,gui implemented.
Kevin Romero Garcia,kk,"",""
Johndeer123,add files via,files via upload,via upload
tacotaco2,git cloneshare commit,cloneshare commit,commit
Roberto Abdelkader Martínez Pérez,typo fix,fix,""
bluerob45,git cloneshare commit,cloneshare commit,commit
CorneliaKelinske,just fiddling around,fiddling around a,around a little
Ben V. Brown,add fa prep,fa prep time,prep time
GreatGitWall,update,"",""
2ndClemens,athena,"",""
Khaled Mahmoud,update dfs.cpp,dfs.cpp,""
Silvan Mosberger,nixoses update,update,""
Amber Keahey,fixing text details,text details,details
Travis CI,deploy to github,to github pages,github pages wed
Harsh Patel,updates,"",""
AdrianValenciaSantos,final updates for,updates for mobile,for mobile format.
Travis Builder,deployed 9ac280c8e with,9ac280c8e with mkdocs,with mkdocs version:
Ri Xin Yang,automatically backed up,backed up by,up by learn
Tianwei Ni,move pyb log,pyb log legacy,log legacy
bluerob45,git cloneshare commit,cloneshare commit,commit
algol60,glyphs: cope with,cope with text,with text that
dependabot-preview[bot],bump annotate from,annotate from `a05e458`,from `a05e458` to
Your Name,wed jan,jan  1,1 00:57:56
SousanCCloud,git cloneshare commit,cloneshare commit,commit
David Liman,solved the extra,the extra space,extra space navigation
Kevin Wang,refactor kvstore transaction,kvstore transaction exec,transaction exec
Abhay Ram,update,"",""
batmanwgd,beginning of the,of the project,the project
Tonus1,delete ----clerk----.sqfcleanup,----clerk----.sqfcleanup,""
Ryan Mullett,modify file_find to,file_find to find,to find all
Harold Carr,more tests and,tests and cleanup,and cleanup
AkkshayK-98,create nlp_qa_classification.ipynb,nlp_qa_classification.ipynb,""
Yuma Y,erase unnecessary file.,unnecessary file.,file.
supertester00,git cloneshare commit,cloneshare commit,commit
Nigel B. Peck,update intro,intro,""
EtivenKodi,git cloneshare commit,cloneshare commit,commit
kuma lawrence shing,added files via,files via upload,via upload
Your Name,wed jan,jan  1,1 00:57:59
MishaDeineko1990,crazy night,night,""
Jack Howard,delete everything,everything,""
chuan12,update data.js,data.js,""
John Leider,chore(release): publish %s,publish %s -,%s - @vuetify/cli-plugin-utils@0.0.4
Brian Lai,create blai30.rpgsystems.asmdef,blai30.rpgsystems.asmdef,""
Chukwuemeka O Ike,info for parking,for parking algo,parking algo
xndcn,8 items update,items update,update
Charlie J,gitbook: [master] 3,[master] 3 pages,3 pages modified
Nick O'Neill,updated footer test.,footer test.,test.
wessilfie,rebuild pages,pages,""
triener,latest commit,commit,""
aseventhimpossiblething,update communityupdatesprocess.py,communityupdatesprocess.py,""
ejelome,replace theme with,theme with homepageadded:-,with homepageadded:- sphinx-powered
chuan12,update data.json,data.json,""
Zachary Jacobs,automatically backed up,backed up by,up by learn
root,tb 2020-01-01 00:58:02,2020-01-01 00:58:02 utc,00:58:02 utc 2c9d3f0d2777845b988dae365d8a585756163acb1356b077eb1a27caf1aee7f5
FosterSamuel,update draft of,draft of teaching,of teaching
Irfan Baqui,replace http://,http://,""
dependabot-preview[bot],bump maven-source-plugin from,maven-source-plugin from 3.1.0,from 3.1.0 to
FreedomFries37,removed ignored files,ignored files,files
jeffrey d johnson,"changed setup, moved","setup, moved file.",moved file. untested
Welbert Hime,fazendo ajustes para,ajustes para testbench,para testbench
Travis Shirk,.,"",""
mligor,added battery percentage,battery percentage for,percentage for thermostat
Ri Xin Yang,automatically backed up,backed up by,up by learn
Alex,all tests passing,tests passing,passing
byron-linode,[auto] add new,add new log,new log
zrong,update post,post,""
tyler.devtcn@gmail.com,twitter v3,v3,""
gabriel-chen,merge changes on,changes on adding,on adding new
Andreas Möller,fix: remove possibility,remove possibility to,possibility to specify
Sridhar Ratnakumar,refactor,"",""
Florian Seidl -Schulz,version{0.659}satellites work now,work now and,now and can
joanlb,small is a,is a real,a real html
Ri Xin Yang,automatically backed up,backed up by,up by learn
RhXKGxbwQHmTREDU,34387912,"",""
Matthew,fix text build,text build artefact,build artefact
Jarred Parrett,change,"",""
Minjie Zhu,update blog and,blog and clothing,and clothing
Benjamin Rogge,adding search builder,search builder class,builder class
Arindam Nayak,added basic backup,basic backup testsigned-off-by:,backup testsigned-off-by: arindam
George McGuire,added color levels,color levels on,levels on earthquake
Benito Perdomo,se remueve el,remueve el nombre,el nombre de
Bot,update,"",""
Scott Lahteine,update readme with,readme with status,"with status badge,"
root,mirmon export on,"export on wed,","on wed, 01"
rrampen,add files and,files and trees,and trees client
Viraf Karai,ce-47 - now,- now handling,now handling gzipped
lpg0,update index.html,index.html,""
Kevin McGrevey,correct worst_fans_team_id and,worst_fans_team_id and test,and test to
Shannon Lichtenwalter,work on /guess,on /guess endpoint,/guess endpoint
labour-camp,ok,"",""
donaldsouza,message_2020-01-01t00:58:14,"",""
liquewu,create 20200101.md,20200101.md,""
batmanwgd,beginning of the,of the project,the project
A-ee,add some cli,some cli flags,cli flags
unknown,speech systhesis css,systhesis css linked,css linked
linze,init,"",""
netdatabot,[ci skip] create,skip] create nightly,create nightly packages
Dan Pollak,chore: standardize default,standardize default parameter,default parameter setup
limin0801,upload by picgo,by picgo,picgo
skullbe,0.10,"",""
Jesse Young,added documentation for,documentation for waittimestats,for waittimestats
glipwebtest777,update .travis.yml,.travis.yml,""
Daniel Azuma,use google-cloud-errors instead,google-cloud-errors instead of,instead of google-cloud-core
Ryan Senanayake,fix bug where,bug where iterators,where iterators in
Christopher M. Cantalupo,add piping to,piping to delegate,to delegate signalschange-id:
Stackage Build host,checking in nightly-2020-01-01,in nightly-2020-01-01,nightly-2020-01-01
Archive Bot,update archive.,archive.,""
jdizz,update readme.md image,readme.md image,image
tchardes,dedede,"",""
sourceconnect-tests,e2e test 2020-01-01t00:57:12.884896,test 2020-01-01t00:57:12.884896,2020-01-01t00:57:12.884896
Leonel Chaves,creacion de index.html,de index.html,index.html
Ryuhouji,added macro for,macro for dynamic,for dynamic double
b946c5a0bf547c89,site updated: 2020-01-01,updated: 2020-01-01 08:58:11,2020-01-01 08:58:11
Stackage Build host,checking in nightly-2020-01-01,in nightly-2020-01-01,nightly-2020-01-01
John Leider,chore(presets): update invalid,update invalid release,invalid release versions
Renovate Bot,fix(deps): update emotion,update emotion monorepo,emotion monorepo to
YA,refactor,"",""
Brian Zenger,recognize pre-existing objectstateudtif,pre-existing objectstateudtif an,objectstateudtif an existing
DAVID SHIN,automatically backed up,backed up by,up by learn
Tom Rodrigues,update readme.md,readme.md,""
Ryan Senanayake,fix bug where,bug where iterators,where iterators in
Jian,0,"",""
Sumu,complete score position,score position function,position function in
choerams,bossdb,"",""
moh-hassan,fix license file,license file,file
lasaga09,jj,"",""
Murata Gulube,return btn,btn,""
Caroline Nolasco,uncommented models in,models in controller,in controller
CLIFF CRELIN,automatically backed up,backed up by,up by learn
aetter,because math?,math?,""
Your Name,wed jan,jan  1,1 00:58:25
5john,2020/01/01 00:58:27,00:58:27,""
Nicole Rothenay,automatically backed up,backed up by,up by learn
Arthur Lisek-Koper,deal with different,with different udp,different udp payload
SockPuppetry,travis ci build,ci build 187075,build 187075
BenjaminSantiago,update smokeywave__02.py,smokeywave__02.py,""
ayerest,fixed category list,category list style,list style issue
LuisLoureiro,new content on,content on the,on the database
javapark1,added header,header,""
Taishawn King,automatically backed up,backed up by,up by learn
ElanurGuduk,update matrixoperations.html,matrixoperations.html,""
Ben Chuanlong Du,...,"",""
Koichi Shiraishi,language: fix handle,fix handle interface,handle interface value
hayden7913,replace aggregation with,aggregation with regualr,with regualr mongo
Johnny Hu,create cname,cname,""
ONNX Scoreboard Bot @ Azure Pipelines,scoreboard results [skip,results [skip ci],[skip ci]
BenjaminRubio,update 31/12/2019,31/12/2019,""
jbrockmendel,revert change that,change that broke,that broke
anpaus,update event_manager.rb,event_manager.rb,""
duianto,update readmeremoved older,readmeremoved older newsfixed,older newsfixed a
bbittiker1,update serialize-javascript to,serialize-javascript to 2.1.1,to 2.1.1 as
Florin-Ciprian Bodin,update mx_functions_style.php,mx_functions_style.php,""
voluble-system-8062,automatically backed up,backed up by,up by learn
Andy Situ,automatically backed up,backed up by,up by learn
baiqiushi,add bipartite support,bipartite support for,support for tree-cut
Chetan Srinidhi,update index.html,index.html,""
Eugene Sadocoi,fixing tests,tests,""
Nicole Rothenay,automatically backed up,backed up by,up by learn
Tonus1,update clerk_full.sqf,clerk_full.sqf,""
zrong,add 2683,2683,""
Tom Rodrigues,update package.json,package.json,""
Gary Ritchie,cleanup static html,static html for,"html for accessibility,"
Stephen McIntosh,added link to,link to custard,to custard
Me,added autobuiltding,autobuiltding,""
jinghuijuan4,log,"",""
Alecia Vogel,refactor app.jsx for,app.jsx for the,for the host
Ivan Vermeyen,update readme.md,readme.md,""
Ben Sommervlle,block edit dashboard,edit dashboard,dashboard
